"Time","Distance","BPS_Rear","BPS_Front","Longitudinal_a","Lateral_acc","Vertical_acc","Calculated_Gea","Datalogger_Tem","Battery","PE3_RPM","PE3_TPS","PE3_FUEL_TIME","PE3_IGN_ANG","PE3_BARO","PE3_MAP","PE3_LAMBDA","PE3_ANA_IN1","PE3_ANA_IN2","PE3_ANA_IN3","PE3_ANA_IN4","PE3_ANA_IN5","PE3_ANA_IN6","PE3_ANA_IN7","PE3_ANA_IN8","PE3_FREQ1","PE3_FREQ2","PE3_FREQ3","PE3_FREQ4","PE3_BATTVOLT","PE3_IAT","PE3_ECT","PE3_THERMIST1","PE3_THERMIST2","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Altitude","GPS_PosAccuracy","Max_Speed_WS","GPS_MPH","SPS","Oil Pressure_Cal","Speed_WS","AIM_Slip_Factor","Slip Ratio","Average_Driven","WSRPM","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"Time","Distance","BPS_Rear","BPS_Front","Longitudinal_a","Lateral_acc","Vertical_acc","Calculated_Gea","Datalogger_Tem","Battery","PE3_RPM","PE3_TPS","PE3_FUEL_TIME","PE3_IGN_ANG","PE3_BARO","PE3_MAP","PE3_LAMBDA","PE3_ANA_IN1","PE3_ANA_IN2","PE3_ANA_IN3","PE3_ANA_IN4","PE3_ANA_IN5","PE3_ANA_IN6","PE3_ANA_IN7","PE3_ANA_IN8","PE3_FREQ1","PE3_FREQ2","PE3_FREQ3","PE3_FREQ4","PE3_BATTVOLT","PE3_IAT","PE3_ECT","PE3_THERMIST1","PE3_THERMIST2","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Altitude","GPS_PosAccuracy","Max_Speed_WS","GPS_MPH","SPS","Oil Pressure_Cal","Speed_WS","AIM_Slip_Factor","Slip Ratio","Average_Driven","WSRPM","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"sec","km","psi","psi","g","g","g","#","°F","V","rpm","%","ms","deg","mbar","mbar","lambda","V","V","V","V","V","V","V","V","Hz","Hz","Hz","Hz","V","°F","°F","°F","°F","mph","#","g","g","deg","deg","deg/s","m","m","","Unit","Unit","psi","","","%","Unit","Unit","°","°","cm",
"","","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53",

27.430,1.416,-0.978022,-46.143772,3.456621,2.607929,-1.755653,6.000000,130.515549,13.222705,5686.399902,0.000000,2.870000,17.800001,856.000000,800.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.679500,0.042000,137.600006,150.500000,136.500000,161.399994,13.200000,82.580002,183.379990,68.000000,68.000000,25.153107,11.000000,0.742417,-0.518334,-1.379477,-153.235992,40.442474,293.000000,1.610000,353.544678,15.620080,1.393198,44.481251,29.462055,0.000000,-6.776761,144.050003,0.025406,42.065045341794,-84.238301404881,293.22
27.440,1.417,-4.029761,-47.364468,3.168161,2.652838,-1.503539,6.000000,130.515549,13.222925,5671.200195,0.000000,2.870000,17.800001,856.000000,801.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.672000,0.042000,138.800003,155.000000,137.000000,163.199997,13.200000,82.580002,183.379990,68.000000,68.000000,25.003979,11.000000,0.751531,-0.519035,-1.382914,-153.199326,41.524220,293.000000,1.610000,356.274292,15.527471,1.393198,44.200001,29.689524,0.000000,-7.456658,146.899994,0.025995,42.065044378465,-84.238301712755,293.22
27.450,1.417,-7.691850,-48.585163,2.994309,2.709965,-1.414931,6.000000,130.515549,13.223145,5656.000000,0.000000,2.870000,17.800001,856.000000,802.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.664500,0.042000,140.000000,159.500000,137.500000,165.000000,13.200000,82.580002,183.379990,68.000000,68.000000,24.854849,11.000000,0.760645,-0.519736,-1.386352,-153.162659,42.605965,293.000000,1.610000,359.003906,15.434861,1.393198,43.918755,29.916992,0.000000,-8.136555,149.750000,0.026584,42.065043474816,-84.238302112672,293.22
27.460,1.417,-8.302197,-48.585163,2.993017,2.787358,-1.635549,6.000000,130.515549,13.223364,5635.600098,0.000000,2.870000,17.800001,856.000000,802.799988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.657000,0.042000,141.199997,164.000000,138.000000,166.800003,13.200000,82.580002,183.379990,68.000000,68.000000,24.705719,11.000000,0.769758,-0.520437,-1.389790,-153.125992,43.687710,293.000000,1.610000,361.733551,15.342252,1.393198,43.637505,30.144461,0.000000,-8.816451,152.600006,0.027173,42.065042586086,-84.238302535601,293.22
27.470,1.418,-3.419414,-52.857601,3.093139,2.868843,-1.913451,6.000000,130.515549,13.223584,5615.200195,0.000000,2.870000,17.800001,856.000000,803.599976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.649500,0.042000,142.399994,168.500000,138.500000,168.600006,13.200000,82.580002,183.379990,68.000000,68.000000,24.556591,11.000000,0.778872,-0.521139,-1.393228,-153.089325,44.769455,293.000000,1.610000,364.463165,15.249642,1.393198,43.356255,30.371929,0.000000,-9.496348,155.449997,0.027762,42.065041697356,-84.238302958530,293.22
27.480,1.418,3.904762,-42.481686,3.246248,2.899275,-2.075935,6.000000,130.515549,13.223804,5594.799805,0.000000,2.870000,17.800001,856.000000,804.400024,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.642000,0.042000,143.600006,173.000000,139.000000,170.399994,13.200000,82.580002,183.379990,68.000000,68.000000,24.407461,11.000000,0.787986,-0.521840,-1.396665,-153.052643,45.851196,293.000000,1.610000,367.192780,15.157034,1.393198,43.075005,30.599396,0.000000,-10.176245,158.300003,0.028350,42.065040808627,-84.238303381458,293.22
27.490,1.419,3.294414,-37.598900,3.357843,2.842969,-2.086607,6.000000,130.515549,13.224024,5574.399902,0.000000,2.870000,17.800001,856.000000,805.200012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.634500,0.042000,144.800003,177.500000,139.500000,172.199997,13.200000,82.580002,183.379990,68.000000,68.000000,24.258333,11.000000,0.797100,-0.522541,-1.400103,-153.015976,46.932941,293.000000,1.610000,369.922394,15.064425,1.393198,42.793755,30.826864,0.000000,-10.856142,161.149994,0.028939,42.065039919897,-84.238303804387,293.22
27.500,1.419,-1.588370,-47.364468,3.347282,2.796596,-1.891894,6.000000,130.515549,13.224243,5554.000000,0.000000,2.870000,17.800001,856.000000,806.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.627000,0.042000,146.000000,182.000000,140.000000,174.000000,13.200000,82.580002,183.379990,68.000000,68.000000,24.109203,11.000000,0.806213,-0.523242,-1.403541,-152.979309,48.014687,293.000000,1.610000,372.652008,14.971815,1.393198,42.512505,31.054333,0.000000,-11.536038,164.000000,0.029528,42.065039031167,-84.238304227316,293.21
27.510,1.419,-4.640110,-49.805862,3.252535,2.859844,-1.660202,6.000000,130.515549,13.224463,5545.000000,0.000000,2.870000,17.800001,856.000000,806.799988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.624800,0.042000,143.399994,175.399994,139.500000,180.899994,13.200000,82.580002,183.379990,68.000000,68.000000,23.960073,11.000000,0.808890,-0.517570,-1.405260,-152.959824,48.741196,293.000000,1.611000,380.247467,14.879206,1.393198,42.430004,31.687286,0.000000,-12.151941,159.399994,0.028753,42.065038142438,-84.238304650245,293.21
27.520,1.420,-10.133242,-49.805862,3.135800,2.962542,-1.730279,6.000000,130.515549,13.224683,5536.000000,0.000000,2.870000,17.800001,856.000000,807.599976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.622600,0.042000,140.800003,168.800003,139.000000,187.800003,13.200000,82.580002,183.379990,68.000000,68.000000,23.810946,11.000000,0.811567,-0.511897,-1.406979,-152.940353,49.467709,293.000000,1.612000,387.842926,14.786596,1.393198,42.347504,32.320240,0.000000,-12.767844,154.800003,0.027977,42.065037253708,-84.238305073173,293.21
27.530,1.420,-8.912545,-52.247253,3.082885,2.994648,-2.086398,6.000000,130.515549,13.224902,5527.000000,0.000000,2.870000,17.800001,856.000000,808.400024,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.620400,0.042000,138.199997,162.199997,138.500000,194.699997,13.200000,82.580002,183.379990,68.000000,68.000000,23.661816,11.000000,0.814244,-0.506225,-1.408698,-152.920868,50.194218,293.000000,1.613000,395.438354,14.693988,1.393198,42.265003,32.953194,0.000000,-13.383747,150.199997,0.027201,42.065036364978,-84.238305496102,293.21
27.540,1.420,5.125458,-40.040291,3.200935,2.947614,-2.333680,6.000000,130.515549,13.225122,5518.000000,0.000000,2.870000,17.800001,856.000000,809.200012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.618200,0.042000,135.600006,155.600006,138.000000,201.600006,13.200000,82.580002,183.379990,68.000000,68.000000,23.512688,11.000000,0.816920,-0.500553,-1.410416,-152.901398,50.920727,293.000000,1.614000,403.033813,14.601378,1.393198,42.182503,33.586147,0.000000,-13.999650,145.600006,0.026425,42.065035476248,-84.238305919031,293.21
27.550,1.421,6.346154,-33.936813,3.351757,2.887978,-2.208026,6.000000,130.515549,13.225342,5509.000000,0.000000,2.870000,17.800001,856.000000,810.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.616000,0.042000,133.000000,149.000000,137.500000,208.500000,13.200000,82.580002,183.379990,68.000000,68.000000,23.363558,11.000000,0.819597,-0.494881,-1.412135,-152.881912,51.647240,293.000000,1.615000,410.629272,14.508769,1.393198,42.100002,34.219101,0.000000,-14.615553,141.000000,0.025650,42.065034587519,-84.238306341960,293.21
27.560,1.421,-0.978022,-41.260990,3.222816,2.928668,-1.831608,6.000000,130.515549,13.225561,5491.200195,0.000000,2.870000,17.800001,856.000000,810.599976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.613800,0.042000,130.399994,142.399994,137.000000,215.399994,13.200000,82.580002,183.379990,68.000000,68.000000,23.214428,11.000000,0.822274,-0.489209,-1.413854,-152.862427,52.373749,293.000000,1.616000,418.224731,14.416160,1.393198,42.017502,34.852058,0.000000,-15.231457,136.399994,0.024874,42.065033698789,-84.238306764888,293.21
27.570,1.421,-2.198718,-44.312729,2.889499,3.083697,-1.623077,6.000000,130.515549,13.225781,5473.399902,0.000000,2.870000,17.800001,856.000000,811.200012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.611600,0.042000,127.800003,135.800003,136.500000,222.300003,13.200000,82.580002,183.379990,68.000000,68.000000,23.065300,11.000000,0.824951,-0.483536,-1.415573,-152.842957,53.100258,293.000000,1.617000,425.820190,14.323550,1.393198,41.935001,35.485012,0.000000,-15.847360,131.800003,0.024098,42.065032852790,-84.238307245026,293.21
27.580,1.422,-3.419414,-47.974815,2.803501,3.157377,-1.895511,6.000000,130.515549,13.226001,5455.600098,0.000000,2.870000,17.800001,856.000000,811.799988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.609400,0.042000,125.199997,129.199997,136.000000,229.199997,13.200000,82.580002,183.379990,68.000000,68.000000,22.916170,11.000000,0.827627,-0.477864,-1.417292,-152.823471,53.826767,293.000000,1.618000,433.415619,14.230942,1.393198,41.852501,36.117966,0.000000,-16.463263,127.199997,0.023323,42.065032106495,-84.238307858652,293.21
27.590,1.422,-2.198718,-46.143772,3.084200,3.026166,-2.360420,6.000000,130.515549,13.226221,5437.799805,0.000000,2.870000,17.800001,856.000000,812.400024,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.607200,0.042000,122.599998,122.599998,135.500000,236.100006,13.200000,82.580002,183.379990,68.000000,68.000000,22.767042,11.000000,0.830304,-0.472192,-1.419011,-152.804001,54.553280,293.000000,1.619000,441.011078,14.138332,1.393198,41.770000,36.750919,0.000000,-17.079165,122.599998,0.022547,42.065031360200,-84.238308472278,293.20
27.600,1.422,1.463370,-38.819595,3.323974,2.865219,-2.432636,6.000000,130.515549,13.226440,5420.000000,0.000000,2.870000,17.800001,856.000000,813.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.605000,0.042000,120.000000,116.000000,135.000000,243.000000,13.200000,82.580002,183.379990,68.000000,68.000000,22.617912,11.000000,0.832981,-0.466520,-1.420730,-152.784515,55.279789,293.000000,1.620000,448.606537,14.045723,1.393198,41.687500,37.383873,0.000000,-17.695068,118.000000,0.021771,42.065030613905,-84.238309085903,293.20
27.610,1.423,-0.978022,-42.481686,3.184337,2.880695,-2.083627,6.000000,130.515549,13.226660,5406.799805,0.000000,2.870000,17.800001,856.000000,814.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.601000,0.042000,118.900002,117.199997,134.399994,228.500000,13.200000,82.580002,183.379990,68.000000,68.000000,22.549561,11.000000,0.829922,-0.456195,-1.422449,-152.778778,55.252289,293.000000,1.620000,430.686005,14.003277,1.393198,41.537498,35.890495,0.000000,-17.028761,118.050003,0.021825,42.065029867610,-84.238309699529,293.20
27.620,1.423,-2.198718,-47.364468,2.874567,3.030015,-1.854658,6.000000,130.515549,13.226880,5393.600098,0.000000,2.870000,17.800001,856.000000,815.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.597000,0.042000,117.800003,118.400002,133.800003,214.000000,13.200000,82.580002,183.379990,68.000000,68.000000,22.481211,11.000000,0.826863,-0.445871,-1.424167,-152.773056,55.224785,293.000000,1.620000,412.765472,13.960831,1.393198,41.387501,34.397118,0.000000,-16.362453,118.099998,0.021879,42.065029121315,-84.238310313155,293.20
27.630,1.423,0.853022,-51.636906,2.870298,3.102643,-2.053952,6.000000,130.515549,13.227099,5380.399902,0.000000,2.870000,17.800001,856.000000,816.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.593000,0.042000,116.699997,119.599998,133.199997,199.500000,13.200000,82.580002,183.379990,68.000000,68.000000,22.412859,11.000000,0.823803,-0.435546,-1.425886,-152.767334,55.197285,293.000000,1.620000,394.844971,13.918386,1.393198,41.237503,32.903744,0.000000,-15.696147,118.150002,0.021934,42.065028375020,-84.238310926781,293.20
27.640,1.424,-0.978022,-54.078297,3.200388,2.969186,-2.347313,6.000000,130.515549,13.227320,5367.200195,0.000000,2.870000,17.800001,856.000000,817.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.589000,0.042000,115.599998,120.800003,132.600006,185.000000,13.200000,82.580002,183.379990,68.000000,68.000000,22.344509,11.000000,0.820744,-0.425221,-1.427605,-152.761597,55.169781,293.000000,1.620000,376.924438,13.875939,1.393198,41.087502,31.410366,0.000000,-15.029840,118.199997,0.021988,42.065027628725,-84.238311540406,293.19
27.650,1.424,-4.029761,-47.974815,3.375252,2.762976,-2.258029,6.000000,130.515549,13.227539,5354.000000,0.000000,2.870000,17.800001,856.000000,818.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.585000,0.042000,114.500000,122.000000,132.000000,170.500000,13.200000,82.580002,183.379990,68.000000,68.000000,22.276157,11.000000,0.817685,-0.414897,-1.429324,-152.755859,55.142281,293.000000,1.620000,359.003906,13.833493,1.393198,40.937500,29.916988,0.000000,-14.363533,118.250000,0.022042,42.065026882430,-84.238312154032,293.19
27.660,1.424,-4.640110,-51.026558,3.170419,2.740580,-1.910254,6.000000,130.515549,13.227758,5345.399902,0.000000,2.870000,17.800001,856.000000,818.200012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.581000,0.042000,113.400002,123.199997,131.399994,156.000000,13.200000,82.580002,183.379990,68.000000,68.000000,22.207806,11.000000,0.814626,-0.404572,-1.431043,-152.750137,55.114780,293.000000,1.620000,341.083374,13.791047,1.393198,40.787502,28.423613,0.000000,-13.697226,118.300003,0.022096,42.065026136135,-84.238312767658,293.19
27.670,1.425,-2.198718,-54.078297,2.956762,2.901796,-1.845893,6.000000,130.515549,13.227979,5336.799805,0.000000,2.870000,17.800001,856.000000,818.400024,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.577000,0.042000,112.300003,124.400002,130.800003,141.500000,13.200000,82.580002,183.379990,68.000000,68.000000,22.139456,11.000000,0.811567,-0.394248,-1.432762,-152.744415,55.087276,293.000000,1.620000,323.162842,13.748601,1.393198,40.637505,26.930237,0.000000,-13.030918,118.349998,0.022150,42.065025389840,-84.238313381284,293.19
27.680,1.425,-4.640110,-48.585163,3.032723,2.989256,-2.107605,6.000000,130.515549,13.228198,5328.200195,0.000000,2.870000,17.800001,856.000000,818.599976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.573000,0.042000,111.199997,125.599998,130.199997,127.000000,13.200000,82.580002,183.379990,68.000000,68.000000,22.071104,11.000000,0.808508,-0.383923,-1.434481,-152.738678,55.059776,293.000000,1.620000,305.242340,13.706156,1.393198,40.487503,25.436859,0.000000,-12.364611,118.400002,0.022204,42.065024643545,-84.238313994909,293.18
27.690,1.425,-4.029761,-41.260990,3.179120,2.926314,-2.206534,6.000000,130.515549,13.228418,5319.600098,0.000000,2.870000,17.800001,856.000000,818.799988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.569000,0.042000,110.099998,126.800003,129.600006,112.500000,13.200000,82.580002,183.379990,68.000000,68.000000,22.002754,11.000000,0.805448,-0.373598,-1.436199,-152.732941,55.032272,293.000000,1.620000,287.321808,13.663710,1.393198,40.337502,23.943481,0.000000,-11.698304,118.449997,0.022258,42.065023897250,-84.238314608535,293.18
27.700,1.425,-2.198718,-41.260990,3.127413,2.906372,-2.025542,6.000000,130.515549,13.228638,5311.000000,0.000000,2.870000,17.800001,856.000000,819.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.565000,0.042000,109.000000,128.000000,129.000000,98.000000,13.200000,82.580002,183.379990,68.000000,68.000000,21.934402,11.000000,0.802389,-0.363274,-1.437918,-152.727219,55.004772,293.000000,1.620000,269.401276,13.621264,1.393198,40.187504,22.450106,0.000000,-11.031997,118.500000,0.022312,42.065023150955,-84.238315222161,293.18
27.710,1.426,-2.809066,-44.923077,3.011686,2.996028,-1.956480,6.000000,130.515549,13.228857,5294.399902,0.000000,2.870000,17.800001,856.000000,820.400024,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.559600,0.041800,107.500000,131.300003,131.199997,105.300003,13.200000,82.580002,183.379990,68.000000,68.000000,21.872265,11.000000,0.799394,-0.352949,-1.439637,-152.722641,54.974979,293.000000,1.620000,280.675781,13.582676,1.393198,39.985004,23.389648,0.000000,-9.255718,119.400002,0.022545,42.065022404660,-84.238315835787,293.18
27.720,1.426,-2.198718,-46.754120,3.056016,3.037285,-2.126641,6.000000,130.515549,13.229077,5277.799805,0.000000,2.870000,17.800001,856.000000,821.799988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.554200,0.041600,106.000000,134.600006,133.399994,112.599998,13.200000,82.580002,183.379990,68.000000,68.000000,21.810129,11.000000,0.796399,-0.342624,-1.441356,-152.718048,54.945183,293.000000,1.620000,291.950287,13.544089,1.393198,39.782505,24.329189,0.000000,-7.479439,120.300003,0.022778,42.065021658365,-84.238316449412,293.18
27.730,1.426,-3.419414,-46.754120,3.139074,2.988400,-2.239063,6.000000,130.515549,13.229297,5261.200195,0.000000,2.870000,17.800001,856.000000,823.200012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.548800,0.041400,104.500000,137.899994,135.600006,119.900002,13.200000,82.580002,183.379990,68.000000,68.000000,21.747992,11.000000,0.793403,-0.332300,-1.443075,-152.713470,54.915390,293.000000,1.620000,303.224792,13.505503,1.393198,39.580002,25.268732,0.000000,-5.703160,121.199997,0.023011,42.065020912070,-84.238317063038,293.17
27.740,1.427,-3.419414,-47.364468,3.048776,2.985186,-2.190845,6.000000,130.515549,13.229517,5244.600098,0.000000,2.870000,17.800001,856.000000,824.599976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.543400,0.041200,103.000000,141.199997,137.800003,127.199997,13.200000,82.580002,183.379990,68.000000,68.000000,21.685854,11.000000,0.790408,-0.321975,-1.444794,-152.708878,54.885597,293.000000,1.620000,314.499298,13.466915,1.393198,39.377502,26.208273,0.000000,-3.926881,122.099998,0.023244,42.065020165774,-84.238317676664,293.17
27.750,1.427,-5.860806,-55.298992,2.949780,3.031926,-2.174738,6.000000,130.515549,13.229736,5228.000000,0.000000,2.870000,17.800001,856.000000,826.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.538000,0.041000,101.500000,144.500000,140.000000,134.500000,13.200000,82.580002,183.379990,68.000000,68.000000,21.623718,11.000000,0.787412,-0.311651,-1.446513,-152.704300,54.855804,293.000000,1.620000,325.773804,13.428328,1.393198,39.175003,27.147816,0.000000,-2.150602,123.000000,0.023477,42.065019419479,-84.238318290290,293.17
27.760,1.427,-5.860806,-47.974815,3.109858,2.992003,-2.189477,6.000000,130.515549,13.229956,5217.200195,0.000000,2.870000,17.800001,856.000000,825.599976,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.532600,0.040800,100.000000,147.800003,142.199997,141.800003,13.200000,82.580002,183.379990,68.000000,68.000000,21.561581,11.000000,0.784417,-0.301326,-1.448232,-152.699722,54.826008,293.000000,1.620000,337.048279,13.389741,1.393198,38.972504,28.087358,0.000000,-0.374323,123.900002,0.023710,42.065018673184,-84.238318903915,293.17
27.770,1.428,-2.198718,-41.871338,3.353464,2.892916,-2.096512,6.000000,130.515549,13.230176,5206.399902,0.000000,2.870000,17.800001,856.000000,825.200012,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.527200,0.040600,98.500000,151.100006,144.399994,149.100006,13.200000,82.580002,183.379990,68.000000,68.000000,21.499443,11.000000,0.781421,-0.291001,-1.449950,-152.695129,54.796215,293.000000,1.620000,348.322784,13.351154,1.393198,38.770004,29.026899,0.000000,1.401956,124.800003,0.023943,42.065017926889,-84.238319517541,293.16
27.780,1.428,-5.860806,-49.805862,3.362581,2.874885,-2.034002,6.000000,130.515549,13.230395,5195.600098,0.000000,2.870000,17.800001,856.000000,824.799988,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.521800,0.040400,97.000000,154.399994,146.600006,156.399994,13.200000,82.580002,183.379990,68.000000,68.000000,21.437305,11.000000,0.778426,-0.280677,-1.451669,-152.690552,54.766422,293.000000,1.620000,359.597290,13.312567,1.393198,38.567501,29.966442,0.000000,3.178235,125.699997,0.024176,42.065017180594,-84.238320131167,293.16
27.790,1.428,-5.860806,-47.974815,3.233104,2.888268,-2.149529,6.000000,130.515549,13.230616,5184.799805,0.000000,2.870000,17.800001,856.000000,824.400024,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.516400,0.040200,95.500000,157.699997,148.800003,163.699997,13.200000,82.580002,183.379990,68.000000,68.000000,21.375170,11.000000,0.775431,-0.270352,-1.453388,-152.685959,54.736626,293.000000,1.620000,370.871796,13.273979,1.393198,38.365002,30.905983,0.000000,4.954514,126.599998,0.024409,42.065016434299,-84.238320744793,293.16
27.800,1.429,-2.198718,-43.702381,3.167478,2.825155,-2.235073,6.000000,130.515549,13.230835,5174.000000,0.000000,2.870000,17.800001,856.000000,824.000000,0.508000,0.009000,0.009000,0.009000,0.009000,0.009000,0.043000,1.511000,0.040000,94.000000,161.000000,151.000000,171.000000,13.200000,82.580002,183.379990,68.000000,68.000000,21.313032,11.000000,0.772435,-0.260027,-1.455107,-152.681381,54.706833,293.000000,1.620000,382.146301,13.235393,1.393198,38.162502,31.845526,0.000000,6.730793,127.500000,0.024642,42.065015688004,-84.238321358418,293.16
